timestamp,P-TPT,T-TPT,P-MON-CKP,T-JUS-CKP,class
2017-10-31 19:30:56,13365470.0,106.8671,5755594.0,72.77416,0.0
2017-10-31 19:30:57,13364320.0,106.8738,5755367.0,72.77378,0.0
2017-10-31 19:30:58,13363170.0,106.8671,5755140.0,72.77341,0.0
2017-10-31 19:30:59,13362020.0,106.8603,5754912.0,72.77303,0.0
2017-10-31 19:31:00,13360870.0,106.8761,5754685.0,72.77265,0.0
2017-10-31 19:31:01,13359720.0,106.8918,5754458.0,72.77226999999999,0.0
2017-10-31 19:31:02,13363170.0,106.8896,5754230.0,72.77189,0.0
2017-10-31 19:31:03,13366620.0,106.8873,5754003.0,72.77150999999999,0.0
2017-10-31 19:31:04,13365470.0,106.8851,5753776.0,72.77113,0.0
2017-10-31 19:31:05,13364320.0,106.8828,5753548.0,72.77076,0.0
2017-10-31 19:31:06,13363170.0,106.8806,5753321.0,72.77038,0.0
2017-10-31 19:31:07,13362020.0,106.8783,5753321.0,72.77,0.0
2017-10-31 19:31:08,13362790.0,106.8873,5753321.0,72.76961999999999,0.0
2017-10-31 19:31:09,13363550.0,106.8963,5753321.0,72.76925,0.0
2017-10-31 19:31:10,13364320.0,106.8896,5753321.0,72.76886999999999,0.0
2017-10-31 19:31:11,13365090.0,106.8828,5753321.0,72.76849,0.0
2017-10-31 19:31:12,13365850.0,106.8783,5753321.0,72.76811,0.0
2017-10-31 19:31:13,13366620.0,106.8738,5753321.0,72.76773,0.0
2017-10-31 19:31:14,13364320.0,106.8828,5753321.0,72.76736,0.0
2017-10-31 19:31:15,13362020.0,106.8918,5753321.0,72.76698,0.0
2017-10-31 19:31:16,13362020.0,106.8851,5753321.0,72.7666,0.0
2017-10-31 19:31:17,13362020.0,106.8783,5753321.0,72.76621999999999,0.0
2017-10-31 19:31:18,13362020.0,106.8716,5753246.0,72.76585,0.0
2017-10-31 19:31:19,13362020.0,106.8648,5753170.0,72.76546,0.0
2017-10-31 19:31:20,13361640.0,106.8693,5753094.0,72.76508000000001,0.0
2017-10-31 19:31:21,13361260.0,106.8738,5753019.0,72.76471,0.0
2017-10-31 19:31:22,13360870.0,106.8828,5752943.0,72.76433,0.0
2017-10-31 19:31:23,13360490.0,106.8918,5752867.0,72.76395,0.0
2017-10-31 19:31:24,13360110.0,106.8896,5752791.0,72.76357,0.0
2017-10-31 19:31:25,13359720.0,106.8873,5752715.0,72.7632,0.0
2017-10-31 19:31:26,13360870.0,106.8851,5752640.0,72.76281999999999,0.0
2017-10-31 19:31:27,13362020.0,106.8828,5752564.0,72.76244,0.0
2017-10-31 19:31:28,13366620.0,106.8851,5752488.0,72.76205999999999,0.0
2017-10-31 19:31:29,13371220.0,106.8873,5752337.0,72.76168,0.0
2017-10-31 19:31:30,13368920.0,106.8896,5752185.0,72.76131,0.0
2017-10-31 19:31:31,13366620.0,106.8918,5752034.0,72.76093,0.0
2017-10-31 19:31:32,13373510.0,106.893,5751882.0,72.76055,0.0
2017-10-31 19:31:33,13380410.0,106.8941,5751730.0,72.76017,0.0
2017-10-31 19:31:34,13370070.0,106.8952,5751579.0,72.7598,0.0
2017-10-31 19:31:35,13359720.0,106.8963,5751427.0,72.75941,0.0
2017-10-31 19:31:36,13360870.0,106.8896,5751276.0,72.75904,0.0
2017-10-31 19:31:37,13362020.0,106.8828,5751125.0,72.75865999999999,0.0
2017-10-31 19:31:38,13371220.0,106.8873,5750973.0,72.75828,0.0
2017-10-31 19:31:39,13380410.0,106.8918,5750821.0,72.7579,0.0
2017-10-31 19:31:40,13371220.0,106.8873,5750670.0,72.75752,0.0
2017-10-31 19:31:41,13362020.0,106.8828,5750518.0,72.75715,0.0
2017-10-31 19:31:42,13360870.0,106.8843,5750367.0,72.75676999999999,0.0
2017-10-31 19:31:43,13359720.0,106.8858,5750215.0,72.75639,0.0
2017-10-31 19:31:44,13360300.0,106.8873,5750064.0,72.75601,0.0
2017-10-31 19:31:45,13360870.0,106.8888,5749912.0,72.75564,0.0
2017-10-31 19:31:46,13361450.0,106.8903,5749761.0,72.75525999999999,0.0
2017-10-31 19:31:47,13362020.0,106.8918,5749609.0,72.75488,0.0
2017-10-31 19:31:48,13361450.0,106.8941,5749458.0,72.7545,0.0
2017-10-31 19:31:49,13360870.0,106.8963,5749306.0,72.75412,0.0
2017-10-31 19:31:50,13360300.0,106.8873,5749155.0,72.75375,0.0
2017-10-31 19:31:51,13359720.0,106.8783,5749155.0,72.75336,0.0
2017-10-31 19:31:52,13358580.0,106.8693,5749155.0,72.75299,0.0
2017-10-31 19:31:53,13357430.0,106.8603,5749155.0,72.75261,0.0
2017-10-31 19:31:54,13358580.0,106.8626,5749155.0,72.75224,0.0
2017-10-31 19:31:55,13359720.0,106.8648,5749155.0,72.75185,0.0
2017-10-31 19:31:56,13360870.0,106.8671,5749155.0,72.75147,0.0
2017-10-31 19:31:57,13362020.0,106.8693,5749155.0,72.7511,0.0
2017-10-31 19:31:58,13360870.0,106.8716,5749155.0,72.75072,0.0
2017-10-31 19:31:59,13359720.0,106.8738,5749155.0,72.75034000000001,0.0
2017-10-31 19:32:00,13360870.0,106.8761,5749155.0,72.74996,0.0
2017-10-31 19:32:01,13362020.0,106.8783,5749155.0,72.74959,0.0
2017-10-31 19:32:02,13364320.0,106.8806,5749155.0,72.74920999999999,0.0
2017-10-31 19:32:03,13366620.0,106.8828,5749155.0,72.74883,0.0
2017-10-31 19:32:04,13365850.0,106.88,5749155.0,72.74845,0.0
2017-10-31 19:32:05,13365090.0,106.8772,5749155.0,72.74808,0.0
2017-10-31 19:32:06,13364320.0,106.8744,5749155.0,72.7477,0.0
2017-10-31 19:32:07,13363550.0,106.8716,5749155.0,72.74731,0.0
2017-10-31 19:32:08,13362790.0,106.8688,5749155.0,72.74694000000001,0.0
2017-10-31 19:32:09,13362020.0,106.866,5749155.0,72.74656,0.0
2017-10-31 19:32:10,13362020.0,106.8632,5749155.0,72.74619,0.0
2017-10-31 19:32:11,13362020.0,106.8603,5749155.0,72.7458,0.0
2017-10-31 19:32:12,13364320.0,106.8761,5749155.0,72.74543,0.0
2017-10-31 19:32:13,13366620.0,106.8918,5749155.0,72.74505,0.0
2017-10-31 19:32:14,13363170.0,106.8783,5749155.0,72.74467,0.0
2017-10-31 19:32:15,13359720.0,106.8648,5749155.0,72.74429,0.0
2017-10-31 19:32:16,13362020.0,106.8727,5749155.0,72.74391,0.0
2017-10-31 19:32:17,13364320.0,106.8806,5749155.0,72.74354,0.0
2017-10-31 19:32:18,13366620.0,106.8885,5749155.0,72.74316,0.0
2017-10-31 19:32:19,13368920.0,106.8963,5749155.0,72.74278000000001,0.0
2017-10-31 19:32:20,13370070.0,106.8851,5749155.0,72.7424,0.0
2017-10-31 19:32:21,13371220.0,106.8738,5749155.0,72.74203,0.0
2017-10-31 19:32:22,13370070.0,106.8716,5749155.0,72.74165,0.0
2017-10-31 19:32:23,13368920.0,106.8693,5749155.0,72.74127,0.0
2017-10-31 19:32:24,13367770.0,106.8671,5748700.0,72.74089000000001,0.0
2017-10-31 19:32:25,13366620.0,106.8648,5748246.0,72.74051,0.0
2017-10-31 19:32:26,13367190.0,106.8637,5747791.0,72.74014,0.0
2017-10-31 19:32:27,13367770.0,106.8626,5747336.0,72.73975,0.0
2017-10-31 19:32:28,13368340.0,106.8615,5746882.0,72.73938000000001,0.0
2017-10-31 19:32:29,13368920.0,106.8603,5746428.0,72.739,0.0
2017-10-31 19:32:30,13365470.0,106.8596,5745973.0,72.73862,0.0
2017-10-31 19:32:31,13362020.0,106.8588,5745519.0,72.73824,0.0
2017-10-31 19:32:32,13370070.0,106.8581,5745064.0,72.73787,0.0
2017-10-31 19:32:33,13378110.0,106.8573,5744609.0,72.73749000000001,0.0
2017-10-31 19:32:34,13374660.0,106.8566,5744155.0,72.73711,0.0
2017-10-31 19:32:35,13371220.0,106.8558,5744155.0,72.73673000000001,0.0
2017-10-31 19:32:36,13370070.0,106.8573,5744155.0,72.73635,0.0
2017-10-31 19:32:37,13368920.0,106.8588,5744155.0,72.73598,0.0
2017-10-31 19:32:38,13366620.0,106.8603,5744155.0,72.7356,0.0
2017-10-31 19:32:39,13364320.0,106.8618,5744155.0,72.73522,0.0
2017-10-31 19:32:40,13362020.0,106.8633,5744155.0,72.73484,0.0
2017-10-31 19:32:41,13359720.0,106.8648,5744155.0,72.73447,0.0
2017-10-31 19:32:42,13363170.0,106.8626,5744155.0,72.73409000000001,0.0
2017-10-31 19:32:43,13366620.0,106.8603,5744155.0,72.7337,0.0
2017-10-31 19:32:44,13375810.0,106.8558,5744155.0,72.73333000000001,0.0
2017-10-31 19:32:45,13385010.0,106.8513,5744155.0,72.73295,0.0
2017-10-31 19:32:46,13373510.0,106.8671,5744079.0,72.73257,0.0
2017-10-31 19:32:47,13362020.0,106.8828,5744003.0,72.73219,0.0
2017-10-31 19:32:48,13372360.0,106.8896,5743927.0,72.73182,0.0
2017-10-31 19:32:49,13382710.0,106.8963,5743852.0,72.73144,0.0
2017-10-31 19:32:50,13376960.0,106.8873,5743776.0,72.73106,0.0
2017-10-31 19:32:51,13371220.0,106.8783,5743700.0,72.73068,0.0
2017-10-31 19:32:52,13378110.0,106.8806,5743625.0,72.7303,0.0
2017-10-31 19:32:53,13385010.0,106.8828,5743549.0,72.72993000000001,0.0
2017-10-31 19:32:54,13381560.0,106.8738,5743473.0,72.72955,0.0
2017-10-31 19:32:55,13378110.0,106.8648,5743397.0,72.72917,0.0
2017-10-31 19:32:56,13380410.0,106.8626,5743321.0,72.72879,0.0
2017-10-31 19:32:57,13382710.0,106.8603,5743283.0,72.72842,0.0
2017-10-31 19:32:58,13375810.0,106.8693,5743246.0,72.72803,0.0
2017-10-31 19:32:59,13368920.0,106.8783,5743208.0,72.72766,0.0
2017-10-31 19:33:00,13373510.0,106.8806,5743170.0,72.72728000000001,0.0
2017-10-31 19:33:01,13378110.0,106.8828,5743132.0,72.7269,0.0
2017-10-31 19:33:02,13380410.0,106.8806,5743094.0,72.72652,0.0
2017-10-31 19:33:03,13382710.0,106.8783,5743056.0,72.72614,0.0
2017-10-31 19:33:04,13383860.0,106.8693,5743019.0,72.72577,0.0
2017-10-31 19:33:05,13385010.0,106.8603,5742980.0,72.72539,0.0
2017-10-31 19:33:06,13382710.0,106.8581,5742943.0,72.72501,0.0
2017-10-31 19:33:07,13380410.0,106.8558,5742905.0,72.72463,0.0
2017-10-31 19:33:08,13371220.0,106.8536,5742867.0,72.72426,0.0
2017-10-31 19:33:09,13362020.0,106.8513,5742829.0,72.72388000000001,0.0
2017-10-31 19:33:10,13364320.0,106.8581,5742791.0,72.7235,0.0
2017-10-31 19:33:11,13366620.0,106.8648,5742753.0,72.72312,0.0
2017-10-31 19:33:12,13368920.0,106.8592,5742715.0,72.72274,0.0
2017-10-31 19:33:13,13371220.0,106.8536,5742678.0,72.72237,0.0
2017-10-31 19:33:14,13378110.0,106.848,5742640.0,72.72198,0.0
2017-10-31 19:33:15,13385010.0,106.8423,5742602.0,72.72161,0.0
2017-10-31 19:33:16,13379260.0,106.8491,5742564.0,72.72123,0.0
2017-10-31 19:33:17,13373510.0,106.8558,5742526.0,72.72086,0.0
2017-10-31 19:33:18,13379260.0,106.8693,5742488.0,72.72046999999999,0.0
2017-10-31 19:33:19,13385010.0,106.8828,5742337.0,72.72009,0.0
2017-10-31 19:33:20,13378110.0,106.8626,5742185.0,72.71972,0.0
2017-10-31 19:33:21,13371220.0,106.8423,5742034.0,72.71934,0.0
2017-10-31 19:33:22,13372360.0,106.8423,5741882.0,72.71896,0.0
2017-10-31 19:33:23,13373510.0,106.8423,5741730.0,72.71858,0.0
2017-10-31 19:33:24,13367770.0,106.8423,5741579.0,72.71821,0.0
2017-10-31 19:33:25,13362020.0,106.8423,5741427.0,72.71783,0.0
2017-10-31 19:33:26,13367770.0,106.8457,5741276.0,72.71745,0.0
2017-10-31 19:33:27,13373510.0,106.8491,5741125.0,72.71706999999999,0.0
2017-10-31 19:33:28,13379260.0,106.8525,5740973.0,72.71669,0.0
2017-10-31 19:33:29,13385010.0,106.8558,5740821.0,72.71632,0.0
2017-10-31 19:33:30,13385770.0,106.8491,5740594.0,72.71593,0.0
2017-10-31 19:33:31,13386540.0,106.8423,5740367.0,72.71556,0.0
2017-10-31 19:33:32,13387300.0,106.8468,5740140.0,72.71518,0.0
2017-10-31 19:33:33,13388070.0,106.8513,5739912.0,72.71481,0.0
2017-10-31 19:33:34,13388840.0,106.8468,5739685.0,72.71441999999999,0.0
2017-10-31 19:33:35,13389600.0,106.8423,5739458.0,72.71405,0.0
2017-10-31 19:33:36,13380410.0,106.8491,5739230.0,72.71367,0.0
2017-10-31 19:33:37,13371220.0,106.8558,5739003.0,72.71329,0.0
2017-10-31 19:33:38,13375810.0,106.857,5738776.0,72.71291,0.0
2017-10-31 19:33:39,13380410.0,106.8581,5738548.0,72.71253,0.0
2017-10-31 19:33:40,13385010.0,106.8592,5738321.0,72.71216,0.0
2017-10-31 19:33:41,13389600.0,106.8603,5738321.0,72.71178,0.0
2017-10-31 19:33:42,13387300.0,106.8626,5738321.0,72.7114,0.0
2017-10-31 19:33:43,13385010.0,106.8648,5738321.0,72.71101999999999,0.0
2017-10-31 19:33:44,13385010.0,106.8626,5738321.0,72.71065,0.0
2017-10-31 19:33:45,13385010.0,106.8603,5738321.0,72.71027,0.0
2017-10-31 19:33:46,13386150.0,106.8671,5738321.0,72.70989,0.0
2017-10-31 19:33:47,13387300.0,106.8738,5738321.0,72.70951,0.0
2017-10-31 19:33:48,13388450.0,106.8783,5738321.0,72.70913,0.0
2017-10-31 19:33:49,13389600.0,106.8828,5738321.0,72.70876,0.0
2017-10-31 19:33:50,13388840.0,106.8772,5738321.0,72.70837,0.0
2017-10-31 19:33:51,13388070.0,106.8716,5738321.0,72.708,0.0
2017-10-31 19:33:52,13387300.0,106.866,5738170.0,72.70761999999999,0.0
2017-10-31 19:33:53,13386540.0,106.8603,5738018.0,72.70724,0.0
2017-10-31 19:33:54,13385770.0,106.8716,5737867.0,72.70685999999999,0.0
2017-10-31 19:33:55,13385010.0,106.8828,5737715.0,72.70649,0.0
2017-10-31 19:33:56,13387300.0,106.8716,5737564.0,72.70611,0.0
2017-10-31 19:33:57,13389600.0,106.8603,5737412.0,72.70573,0.0
2017-10-31 19:33:58,13387300.0,106.8609,5737261.0,72.70535,0.0
2017-10-31 19:33:59,13385010.0,106.8615,5737109.0,72.70496999999999,0.0
2017-10-31 19:34:00,13385010.0,106.862,5736958.0,72.7046,0.0
2017-10-31 19:34:01,13385010.0,106.8626,5736806.0,72.70421999999999,0.0
2017-10-31 19:34:02,13385010.0,106.8632,5736655.0,72.70384,0.0
2017-10-31 19:34:03,13385010.0,106.8637,5736655.0,72.70345999999999,0.0
2017-10-31 19:34:04,13385010.0,106.8643,5736655.0,72.70309,0.0
2017-10-31 19:34:05,13385010.0,106.8648,5736655.0,72.70271,0.0
2017-10-31 19:34:06,13387300.0,106.8738,5736655.0,72.70232,0.0
2017-10-31 19:34:07,13389600.0,106.8828,5736655.0,72.70195,0.0
2017-10-31 19:34:08,13386150.0,106.8626,5736655.0,72.70156999999999,0.0
2017-10-31 19:34:09,13382710.0,106.8423,5736655.0,72.70119,0.0
2017-10-31 19:34:10,13381560.0,106.8401,5736655.0,72.70081,0.0
2017-10-31 19:34:11,13380410.0,106.8378,5736655.0,72.70044,0.0
2017-10-31 19:34:12,13382710.0,106.8401,5736655.0,72.70006,0.0
2017-10-31 19:34:13,13385010.0,106.8423,5736655.0,72.69968,0.0
2017-10-31 19:34:14,13387300.0,106.8513,5736806.0,72.6993,0.0
2017-10-31 19:34:15,13389600.0,106.8603,5736958.0,72.69892,0.0
2017-10-31 19:34:16,13387300.0,106.8581,5737109.0,72.69855,0.0
2017-10-31 19:34:17,13385010.0,106.8558,5737261.0,72.69816999999999,0.0
2017-10-31 19:34:18,13378110.0,106.8648,5737412.0,72.69779,0.0
2017-10-31 19:34:19,13371220.0,106.8738,5737564.0,72.69740999999999,0.0
2017-10-31 19:34:20,13375810.0,106.8581,5737715.0,72.69704,0.0
2017-10-31 19:34:21,13380410.0,106.8423,5737867.0,72.69666,0.0
2017-10-31 19:34:22,13382710.0,106.8603,5738018.0,72.69628,0.0
2017-10-31 19:34:23,13385010.0,106.8783,5738170.0,72.6959,0.0
2017-10-31 19:34:24,13387300.0,106.8671,5738321.0,72.69552,0.0
2017-10-31 19:34:25,13389600.0,106.8558,5738321.0,72.69514000000001,0.0
2017-10-31 19:34:26,13387300.0,106.8536,5738321.0,72.69476,0.0
2017-10-31 19:34:27,13385010.0,106.8513,5738321.0,72.69439,0.0
2017-10-31 19:34:28,13383860.0,106.8498,5738321.0,72.69400999999999,0.0
2017-10-31 19:34:29,13382710.0,106.8483,5738321.0,72.69363,0.0
2017-10-31 19:34:30,13383860.0,106.8468,5738321.0,72.69325,0.0
2017-10-31 19:34:31,13385010.0,106.8453,5738321.0,72.69288,0.0
2017-10-31 19:34:32,13384430.0,106.8438,5738321.0,72.6925,0.0
2017-10-31 19:34:33,13383860.0,106.8423,5738321.0,72.69211999999999,0.0
2017-10-31 19:34:34,13383280.0,106.8536,5738321.0,72.69174,0.0
2017-10-31 19:34:35,13382710.0,106.8648,5738321.0,72.69136,0.0
2017-10-31 19:34:36,13382710.0,106.8603,5738321.0,72.69099,0.0
2017-10-31 19:34:37,13382710.0,106.8558,5738321.0,72.69060999999999,0.0
2017-10-31 19:34:38,13383280.0,106.8551,5738321.0,72.69023,0.0
2017-10-31 19:34:39,13383860.0,106.8543,5738321.0,72.68985,0.0
2017-10-31 19:34:40,13384430.0,106.8536,5738321.0,72.68948,0.0
2017-10-31 19:34:41,13385010.0,106.8528,5738321.0,72.68909000000001,0.0
2017-10-31 19:34:42,13384430.0,106.8521,5738321.0,72.68871,0.0
2017-10-31 19:34:43,13383860.0,106.8513,5738321.0,72.68834,0.0
2017-10-31 19:34:44,13383280.0,106.8446,5738321.0,72.68796,0.0
2017-10-31 19:34:45,13382710.0,106.8378,5738321.0,72.68758000000001,0.0
2017-10-31 19:34:46,13386150.0,106.8446,5738321.0,72.6872,0.0
2017-10-31 19:34:47,13389600.0,106.8513,5738170.0,72.68683,0.0
2017-10-31 19:34:48,13387300.0,106.8468,5738018.0,72.68645,0.0
2017-10-31 19:34:49,13385010.0,106.8423,5737867.0,72.68607,0.0
2017-10-31 19:34:50,13384430.0,106.8412,5737715.0,72.68569000000001,0.0
2017-10-31 19:34:51,13383860.0,106.8401,5737564.0,72.68531,0.0
2017-10-31 19:34:52,13383280.0,106.839,5737412.0,72.68494,0.0
2017-10-31 19:34:53,13382710.0,106.8378,5737261.0,72.68456,0.0
2017-10-31 19:34:54,13386150.0,106.8401,5737109.0,72.68418,0.0
2017-10-31 19:34:55,13389600.0,106.8423,5736958.0,72.6838,0.0
2017-10-31 19:34:56,13388450.0,106.8401,5736806.0,72.68343,0.0
2017-10-31 19:34:57,13387300.0,106.8378,5736655.0,72.68304,0.0
2017-10-31 19:34:58,13386150.0,106.8401,5736655.0,72.68267,0.0
2017-10-31 19:34:59,13385010.0,106.8423,5736655.0,72.68229000000001,0.0
2017-10-31 19:35:00,13382710.0,106.8457,5736655.0,72.68191,0.0
2017-10-31 19:35:01,13380410.0,106.8491,5736655.0,72.68153000000001,0.0
2017-10-31 19:35:02,13382710.0,106.8525,5736655.0,72.68115,0.0
2017-10-31 19:35:03,13385010.0,106.8558,5736655.0,72.68078,0.0
2017-10-31 19:35:04,13387300.0,106.8536,5736655.0,72.6804,0.0
2017-10-31 19:35:05,13389600.0,106.8513,5736655.0,72.68002,0.0
2017-10-31 19:35:06,13387300.0,106.8536,5736655.0,72.67964,0.0
2017-10-31 19:35:07,13385010.0,106.8558,5736655.0,72.67926999999999,0.0
2017-10-31 19:35:08,13383860.0,106.8536,5736655.0,72.67889,0.0
2017-10-31 19:35:09,13382710.0,106.8513,5736806.0,72.6785,0.0
2017-10-31 19:35:10,13383860.0,106.8536,5736958.0,72.67813000000001,0.0
2017-10-31 19:35:11,13385010.0,106.8558,5737109.0,72.67775,0.0
2017-10-31 19:35:12,13387300.0,106.8581,5737261.0,72.67738,0.0
2017-10-31 19:35:13,13389600.0,106.8603,5737412.0,72.67699,0.0
2017-10-31 19:35:14,13387300.0,106.8615,5737564.0,72.67662,0.0
2017-10-31 19:35:15,13385010.0,106.8626,5737715.0,72.67624,0.0
2017-10-31 19:35:16,13383860.0,106.8637,5737867.0,72.67586999999999,0.0
2017-10-31 19:35:17,13382710.0,106.8648,5738018.0,72.67548000000001,0.0
2017-10-31 19:35:18,13383860.0,106.8581,5738170.0,72.6751,0.0
2017-10-31 19:35:19,13385010.0,106.8513,5738321.0,72.67473000000001,0.0
2017-10-31 19:35:20,13387300.0,106.8558,5738094.0,72.67435,0.0
2017-10-31 19:35:21,13389600.0,106.8603,5737867.0,72.67397,0.0
2017-10-31 19:35:22,13387300.0,106.8637,5737640.0,72.67359,0.0
2017-10-31 19:35:23,13385010.0,106.8671,5737412.0,72.67322,0.0
2017-10-31 19:35:24,13382710.0,106.8705,5737185.0,72.67284000000001,0.0
2017-10-31 19:35:25,13380410.0,106.8738,5736958.0,72.67246,0.0
2017-10-31 19:35:26,13382710.0,106.8558,5736730.0,72.67208000000001,0.0
2017-10-31 19:35:27,13385010.0,106.8378,5736503.0,72.6717,0.0
2017-10-31 19:35:28,13384430.0,106.8513,5736276.0,72.67133000000001,0.0
2017-10-31 19:35:29,13383860.0,106.8648,5736048.0,72.67094,0.0
2017-10-31 19:35:30,13383280.0,106.8716,5735821.0,72.67057,0.0
2017-10-31 19:35:31,13382710.0,106.8783,5735821.0,72.67019,0.0
2017-10-31 19:35:32,13381560.0,106.8716,5735821.0,72.66982,0.0
2017-10-31 19:35:33,13380410.0,106.8648,5735821.0,72.66943,0.0
2017-10-31 19:35:34,13381560.0,106.8637,5735821.0,72.66906,0.0
2017-10-31 19:35:35,13382710.0,106.8626,5735821.0,72.66868000000001,0.0
2017-10-31 19:35:36,13383860.0,106.8615,5735821.0,72.6683,0.0
2017-10-31 19:35:37,13385010.0,106.8603,5735821.0,72.66792,0.0
2017-10-31 19:35:38,13383860.0,106.8581,5735821.0,72.66754,0.0
2017-10-31 19:35:39,13382710.0,106.8558,5735821.0,72.66717,0.0
2017-10-31 19:35:40,13383860.0,106.8693,5735821.0,72.66679,0.0
2017-10-31 19:35:41,13385010.0,106.8828,5735821.0,72.66641,0.0
2017-10-31 19:35:42,13387300.0,106.8693,5735897.0,72.66603,0.0
2017-10-31 19:35:43,13389600.0,106.8558,5735973.0,72.66566,0.0
2017-10-31 19:35:44,13387300.0,106.8536,5736049.0,72.66528000000001,0.0
2017-10-31 19:35:45,13385010.0,106.8513,5736125.0,72.6649,0.0
2017-10-31 19:35:46,13383860.0,106.8468,5736200.0,72.66452,0.0
2017-10-31 19:35:47,13382710.0,106.8423,5736276.0,72.66414,0.0
2017-10-31 19:35:48,13383860.0,106.8446,5736352.0,72.66376,0.0
2017-10-31 19:35:49,13385010.0,106.8468,5736427.0,72.66338,0.0
2017-10-31 19:35:50,13385580.0,106.8491,5736503.0,72.66301,0.0
2017-10-31 19:35:51,13386150.0,106.8513,5736579.0,72.66263000000001,0.0
2017-10-31 19:35:52,13386730.0,106.8581,5736655.0,72.66225,0.0
2017-10-31 19:35:53,13387300.0,106.8648,5736579.0,72.66187,0.0
2017-10-31 19:35:54,13387880.0,106.8581,5736503.0,72.6615,0.0
2017-10-31 19:35:55,13388450.0,106.8513,5736427.0,72.66112,0.0
2017-10-31 19:35:56,13389030.0,106.8468,5736352.0,72.66074,0.0
2017-10-31 19:35:57,13389600.0,106.8423,5736276.0,72.66036,0.0
2017-10-31 19:35:58,13387300.0,106.8513,5736200.0,72.65998,0.0
2017-10-31 19:35:59,13385010.0,106.8603,5736125.0,72.65961,0.0
2017-10-31 19:36:00,13384430.0,106.8588,5736049.0,72.65923000000001,0.0
2017-10-31 19:36:01,13383860.0,106.8573,5735973.0,72.65885,0.0
2017-10-31 19:36:02,13383280.0,106.8558,5735897.0,72.65847,0.0
2017-10-31 19:36:03,13382710.0,106.8543,5735821.0,72.6581,0.0
2017-10-31 19:36:04,13383860.0,106.8528,5735821.0,72.65771,0.0
2017-10-31 19:36:05,13385010.0,106.8513,5735821.0,72.65733,0.0
2017-10-31 19:36:06,13387300.0,106.8446,5735821.0,72.65696,0.0
2017-10-31 19:36:07,13389600.0,106.8378,5735821.0,72.65658,0.0
2017-10-31 19:36:08,13387300.0,106.8446,5735821.0,72.6562,0.0
2017-10-31 19:36:09,13385010.0,106.8513,5735821.0,72.65581999999999,0.0
2017-10-31 19:36:10,13383860.0,106.8468,5735821.0,72.65545,0.0
2017-10-31 19:36:11,13382710.0,106.8423,5735821.0,72.65507,0.0
2017-10-31 19:36:12,13384430.0,106.8423,5735821.0,72.65469,0.0
2017-10-31 19:36:13,13386150.0,106.8423,5735821.0,72.65431,0.0
2017-10-31 19:36:14,13387880.0,106.8423,5735821.0,72.65393,0.0
2017-10-31 19:36:15,13389600.0,106.8423,5735821.0,72.65356,0.0
2017-10-31 19:36:16,13388450.0,106.8513,5735821.0,72.65318,0.0
